trip_m,H1_m,H1_m_plus_1
1000,0.607803637564,0.493510704112
1001,0.493510704112,0.388511358913
1002,0.388511358913,0.294033840769
1003,0.294033840769,0.210945471757
1004,0.210945471757,0.139613786979
1005,0.139613786979,0.0798463182812
1006,0.0798463182812,0.0309283230143
1007,0.0309283230143,0.9909570016
1008,0.9909570016,0.858619464727
1009,0.858619464727,0.729979054882
1010,0.729979054882,0.607803637564
1011,0.607803637564,0.493510704112
1012,0.493510704112,0.388511358913
1013,0.388511358913,0.294033840769
1014,0.294033840769,0.210945471757
1015,0.210945471757,0.139613786979
1016,0.139613786979,0.0798463182812
1017,0.0798463182812,0.0309283230143
1018,0.0309283230143,0.9909570016
1019,0.9909570016,0.858619464727
1020,0.858619464727,0.729979054882
1021,0.729979054882,0.607803637564
1022,0.607803637564,0.493510704112
1023,0.493510704112,0.388511358913
1024,0.388511358913,0.294033840769
1025,0.294033840769,0.210945471757
1026,0.210945471757,0.139613786979
1027,0.139613786979,0.0798463182812
1028,0.0798463182812,0.0309283230143
1029,0.0309283230143,0.9909570016
1030,0.9909570016,0.858619464727
1031,0.858619464727,0.729979054882
1032,0.729979054882,0.607803637564
1033,0.607803637564,0.493510704112
1034,0.493510704112,0.388511358913
1035,0.388511358913,0.294033840769
1036,0.294033840769,0.210945471757
1037,0.210945471757,0.139613786979
1038,0.139613786979,0.0798463182812
1039,0.0798463182812,0.0309283230143
1040,0.0309283230143,0.9909570016
1041,0.9909570016,0.858619464727
1042,0.858619464727,0.729979054882
1043,0.729979054882,0.607803637564
1044,0.607803637564,0.493510704112
1045,0.493510704112,0.388511358913
1046,0.388511358913,0.294033840769
1047,0.294033840769,0.210945471757
1048,0.210945471757,0.139613786979
1049,0.139613786979,0.0798463182812
1050,0.0798463182812,0.0309283230143
1051,0.0309283230143,0.9909570016
1052,0.9909570016,0.858619464727
1053,0.858619464727,0.729979054882
1054,0.729979054882,0.607803637564
1055,0.607803637564,0.493510704112
1056,0.493510704112,0.388511358913
1057,0.388511358913,0.294033840769
1058,0.294033840769,0.210945471757
1059,0.210945471757,0.139613786979
1060,0.139613786979,0.0798463182812
1061,0.0798463182812,0.0309283230143
1062,0.0309283230143,0.9909570016
1063,0.9909570016,0.858619464727
1064,0.858619464727,0.729979054882
1065,0.729979054882,0.607803637564
1066,0.607803637564,0.493510704112
1067,0.493510704112,0.388511358913
1068,0.388511358913,0.294033840769
1069,0.294033840769,0.210945471757
1070,0.210945471757,0.139613786979
1071,0.139613786979,0.0798463182812
1072,0.0798463182812,0.0309283230143
1073,0.0309283230143,0.9909570016
1074,0.9909570016,0.858619464727
1075,0.858619464727,0.729979054882
1076,0.729979054882,0.607803637564
1077,0.607803637564,0.493510704112
1078,0.493510704112,0.388511358913
1079,0.388511358913,0.294033840769
1080,0.294033840769,0.210945471757
1081,0.210945471757,0.139613786979
1082,0.139613786979,0.0798463182812
1083,0.0798463182812,0.0309283230143
1084,0.0309283230143,0.9909570016
1085,0.9909570016,0.858619464727
1086,0.858619464727,0.729979054882
1087,0.729979054882,0.607803637564
1088,0.607803637564,0.493510704112
1089,0.493510704112,0.388511358913
1090,0.388511358913,0.294033840769
1091,0.294033840769,0.210945471757
1092,0.210945471757,0.139613786979
1093,0.139613786979,0.0798463182812
1094,0.0798463182812,0.0309283230143
1095,0.0309283230143,0.9909570016
1096,0.9909570016,0.858619464727
1097,0.858619464727,0.729979054882
1098,0.729979054882,0.607803637564
1099,0.607803637564,0.493510704112
1100,0.493510704112,0.388511358913
1101,0.388511358913,0.294033840769
1102,0.294033840769,0.210945471757
1103,0.210945471757,0.139613786979
1104,0.139613786979,0.0798463182812
1105,0.0798463182812,0.0309283230143
1106,0.0309283230143,0.9909570016
1107,0.9909570016,0.858619464727
1108,0.858619464727,0.729979054882
1109,0.729979054882,0.607803637564
1110,0.607803637564,0.493510704112
1111,0.493510704112,0.388511358913
1112,0.388511358913,0.294033840769
1113,0.294033840769,0.210945471758
1114,0.210945471758,0.139613786979
1115,0.139613786979,0.0798463182814
1116,0.0798463182814,0.0309283230145
1117,0.0309283230145,0.9909570016
1118,0.9909570016,0.858619464727
1119,0.858619464727,0.729979054882
1120,0.729979054882,0.607803637565
1121,0.607803637565,0.493510704112
1122,0.493510704112,0.388511358913
1123,0.388511358913,0.294033840769
1124,0.294033840769,0.210945471758
1125,0.210945471758,0.139613786979
1126,0.139613786979,0.0798463182814
1127,0.0798463182814,0.0309283230145
1128,0.0309283230145,0.9909570016
1129,0.9909570016,0.858619464727
1130,0.858619464727,0.729979054882
1131,0.729979054882,0.607803637565
1132,0.607803637565,0.493510704112
1133,0.493510704112,0.388511358913
1134,0.388511358913,0.294033840769
1135,0.294033840769,0.210945471758
1136,0.210945471758,0.139613786979
1137,0.139613786979,0.0798463182814
1138,0.0798463182814,0.0309283230145
1139,0.0309283230145,0.9909570016
1140,0.9909570016,0.858619464727
1141,0.858619464727,0.729979054882
1142,0.729979054882,0.607803637565
1143,0.607803637565,0.493510704112
1144,0.493510704112,0.388511358913
1145,0.388511358913,0.294033840769
1146,0.294033840769,0.210945471758
1147,0.210945471758,0.139613786979
1148,0.139613786979,0.0798463182814
1149,0.0798463182814,0.0309283230145
1150,0.0309283230145,0.9909570016
1151,0.9909570016,0.858619464727
1152,0.858619464727,0.729979054882
1153,0.729979054882,0.607803637565
1154,0.607803637565,0.493510704112
1155,0.493510704112,0.388511358913
1156,0.388511358913,0.294033840769
1157,0.294033840769,0.210945471758
1158,0.210945471758,0.139613786979
1159,0.139613786979,0.0798463182814
1160,0.0798463182814,0.0309283230145
1161,0.0309283230145,0.9909570016
1162,0.9909570016,0.858619464727
1163,0.858619464727,0.729979054882
1164,0.729979054882,0.607803637565
1165,0.607803637565,0.493510704112
1166,0.493510704112,0.388511358913
1167,0.388511358913,0.294033840769
1168,0.294033840769,0.210945471758
1169,0.210945471758,0.139613786979
1170,0.139613786979,0.0798463182814
1171,0.0798463182814,0.0309283230145
1172,0.0309283230145,0.9909570016
1173,0.9909570016,0.858619464727
1174,0.858619464727,0.729979054882
1175,0.729979054882,0.607803637565
1176,0.607803637565,0.493510704112
1177,0.493510704112,0.388511358913
1178,0.388511358913,0.294033840769
1179,0.294033840769,0.210945471758
1180,0.210945471758,0.139613786979
1181,0.139613786979,0.0798463182814
1182,0.0798463182814,0.0309283230145
1183,0.0309283230145,0.9909570016
1184,0.9909570016,0.858619464727
1185,0.858619464727,0.729979054882
1186,0.729979054882,0.607803637565
1187,0.607803637565,0.493510704112
1188,0.493510704112,0.388511358913
1189,0.388511358913,0.294033840769
1190,0.294033840769,0.210945471758
1191,0.210945471758,0.139613786979
1192,0.139613786979,0.0798463182814
1193,0.0798463182814,0.0309283230145
1194,0.0309283230145,0.9909570016
1195,0.9909570016,0.858619464727
1196,0.858619464727,0.729979054882
1197,0.729979054882,0.607803637565
1198,0.607803637565,0.493510704112
1199,0.493510704112,0.388511358913
1200,0.388511358913,0.294033840769
1201,0.294033840769,0.210945471758
1202,0.210945471758,0.139613786979
1203,0.139613786979,0.0798463182814
1204,0.0798463182814,0.0309283230145
1205,0.0309283230145,0.9909570016
1206,0.9909570016,0.858619464727
1207,0.858619464727,0.729979054882
1208,0.729979054882,0.607803637565
1209,0.607803637565,0.493510704112
1210,0.493510704112,0.388511358913
1211,0.388511358913,0.294033840769
1212,0.294033840769,0.210945471758
1213,0.210945471758,0.139613786979
1214,0.139613786979,0.0798463182814
1215,0.0798463182814,0.0309283230145
1216,0.0309283230145,0.9909570016
1217,0.9909570016,0.858619464727
1218,0.858619464727,0.729979054882
1219,0.729979054882,0.607803637565
1220,0.607803637565,0.493510704112
1221,0.493510704112,0.388511358913
1222,0.388511358913,0.294033840769
1223,0.294033840769,0.210945471758
1224,0.210945471758,0.139613786979
1225,0.139613786979,0.0798463182814
1226,0.0798463182814,0.0309283230145
1227,0.0309283230145,0.9909570016
1228,0.9909570016,0.858619464727
1229,0.858619464727,0.729979054882
1230,0.729979054882,0.607803637565
1231,0.607803637565,0.493510704112
1232,0.493510704112,0.388511358913
1233,0.388511358913,0.294033840769
1234,0.294033840769,0.210945471758
1235,0.210945471758,0.139613786979
1236,0.139613786979,0.0798463182814
1237,0.0798463182814,0.0309283230145
1238,0.0309283230145,0.9909570016
1239,0.9909570016,0.858619464727
1240,0.858619464727,0.729979054882
1241,0.729979054882,0.607803637565
1242,0.607803637565,0.493510704112
