gamma,H1a,H2a,DT1a,DT2a,H1v,H2v,DT1v,DT2v,diverged
0.628,0.738906269128,0.46504982636,1.21034979978,1.21064038004,0.371778776325,0.355022854293,0.115183164263,0.166259206793,False
0.63,0.747139244672,0.475203113405,1.21497745644,1.21662720697,0.376458466951,0.371955221945,0.118843725963,0.174863902163,False
0.632,0.736789366137,0.472100951567,1.21273506568,1.21605581617,0.376586051622,0.367986846166,0.119844523728,0.173668483764,False
0.634,0.742757613124,0.466961062305,1.21662722287,1.21495180816,0.382363504441,0.382962000645,0.124132693018,0.181237970283,False
0.636,0.746676346391,0.470511913662,1.21846591115,1.21739643712,0.368892662435,0.3762219455,0.12010376971,0.178815013436,False
0.638,0.748357629155,0.472721509341,1.22029503441,1.21887414737,0.362169932373,0.353900767709,0.116560031119,0.169279688786,False
0.64,0.744095710426,0.474284633998,1.22021400708,1.22054805061,0.361820965689,0.353605011113,0.116963771696,0.169905435434,False
0.642,0.748537976958,0.476577622545,1.22380736217,1.22304778305,0.371365925209,0.374398486625,0.123365931512,0.180322798166,False
0.644,0.744781522027,0.480663209904,1.22418142637,1.22541402944,0.369489326899,0.350828523174,0.120196160674,0.170203173707,False
0.646,0.745641401576,0.483313334257,1.22668124557,1.22857444773,0.384144288216,0.391690227493,0.12996982075,0.190101979711,False
0.648,0.749845460814,0.474068837945,1.22794147218,1.22427810595,0.358207328136,0.355317203048,0.119412106355,0.173508218828,False
0.65,0.745871201089,0.485595461738,1.23000887204,1.23126146843,0.384536022694,0.377524088829,0.129987341346,0.185158576065,False
0.652,0.749836967494,0.483871176784,1.23260945176,1.23175534108,0.383605300552,0.392389602821,0.132768147048,0.192871777749,False
0.654,0.747856773154,0.48556262383,1.23313910937,1.23354669429,0.381385901164,0.392182411245,0.13294090502,0.193489871141,False
0.656,0.747759276456,0.487264203433,1.23451680829,1.23470322564,0.374862718339,0.364504788805,0.127994437393,0.181069678856,False
0.658,0.745442215511,0.481657461208,1.23418261445,1.23255358635,0.362489699277,0.346828538741,0.123706467281,0.173072144707,False
0.66,0.753016147773,0.484129161334,1.23884956632,1.2351628686,0.368491433385,0.366749962296,0.128556431612,0.183519439102,False
0.662,0.75315554607,0.493639868112,1.24145033422,1.24168861755,0.386838966076,0.40302694556,0.13939094589,0.201996859576,False
0.664,0.743900725711,0.501552611222,1.23967173098,1.24637403838,0.388000648815,0.393486639502,0.138808560617,0.198253086303,False
0.666,0.748661652359,0.499266612621,1.24229431334,1.24656282516,0.383929374196,0.406568903726,0.140937946841,0.205337303747,False
0.668,0.746233555682,0.494288532122,1.2414367781,1.24390798688,0.360716962434,0.356365675863,0.129514145137,0.181224282753,False
0.67,0.749537394571,0.501695744046,1.24333192588,1.24875249999,0.349150940123,0.361676366907,0.126104921215,0.184457372538,False
0.672,0.732039183832,0.506500820535,1.23928111021,1.25198509627,0.364529888183,0.352655415646,0.130678817825,0.180811575563,False
0.674,0.756566247488,0.498480208096,1.25037208195,1.24927895977,0.364535156941,0.369455921762,0.133265677446,0.190080896591,False
0.676,0.724109304288,0.522272717944,1.23839695695,1.26219419619,0.361053349304,0.357864713354,0.13347952646,0.184636517645,False
0.678,0.739361090564,0.514586541117,1.24555534,1.25923502487,0.355598413545,0.355095661971,0.132368012244,0.183955000809,False
0.68,0.742610544325,0.519717568159,1.2498276012,1.26344044029,0.377110190983,0.379533054475,0.143123072643,0.197181146668,False
0.682,0.754299981476,0.509457699058,1.25605687684,1.25994866671,0.37651123496,0.41204765397,0.143748233182,0.214605853787,False
0.684,0.755505316498,0.502093671662,1.25852737756,1.25658543095,0.379686525654,0.389614734066,0.14422366617,0.204258483667,False
0.686,0.722785215099,0.526085263253,1.24529119255,1.26923132121,0.361048290517,0.350262563979,0.135583601975,0.184496105487,False
0.688,0.759169529234,0.508465983097,1.26221838273,1.26203729491,0.371194416534,0.39394591447,0.143741239581,0.207865616517,False
0.69,0.744498716666,0.508980421292,1.25790697898,1.26362754321,0.375133682032,0.406445031349,0.145964727158,0.215106134562,False
0.692,0.730908126142,0.519978634113,1.25199389938,1.27017408504,0.354018571597,0.393720230538,0.138633971987,0.208712529526,False
0.694,0.716839018703,0.53282223934,1.24763421876,1.27692293647,0.351404426766,0.346295871129,0.136076101469,0.185287540611,False
0.696,0.705951963586,0.54354074886,1.24480374714,1.2836612179,0.355225083513,0.343778857827,0.138403828743,0.184368067078,False
0.698,0.761614398035,0.519124366735,1.27122582015,1.27281813032,0.373511513971,0.394370306554,0.147083491387,0.211915545011,False
0.7,0.701944196304,0.56249522409,1.24622273178,1.29631717527,0.359623311397,0.357811925621,0.142162399263,0.193078490063,False
0.702,0.707841454747,0.550881306587,1.2492318961,1.29129229359,0.349514148997,0.363472627113,0.139496748007,0.1969089766,False
0.704,0.70861115663,0.561993532347,1.24847432883,1.29750151993,0.31267076016,0.317943726746,0.123388150279,0.173130578975,False
0.706,0.720511386657,0.557433526951,1.25581133485,1.29667758229,0.330024158287,0.343695911101,0.134875549478,0.187161050405,False
0.708,0.712015716753,0.563132059052,1.25595700959,1.30082534594,0.356929143649,0.342376260941,0.143831797447,0.187936368363,False
0.71,0.713159837733,0.574651328342,1.25571610314,1.30839211516,0.327834452245,0.347011391558,0.132121049487,0.190620588314,False
0.712,0.745444046731,0.546304660685,1.27331617137,1.29427060523,0.357072725964,0.362388291157,0.146389021916,0.199880329928,False
0.714,0.749658655091,0.532883454191,1.27717764265,1.28848660331,0.365838051685,0.385815044812,0.15214550061,0.213543427439,False
0.716,0.742732527534,0.55600300134,1.27634526546,1.30234664654,0.376348963043,0.386218520967,0.157937882026,0.214395045387,False
0.718,0.746824210296,0.534186565586,1.27852777087,1.29085372444,0.360608090021,0.364045521681,0.151172668633,0.203145738529,False
0.72,0.731771754242,0.549860723388,1.27231113722,1.30013591651,0.342745526933,0.340609412396,0.141175326793,0.191283967609,False
0.722,0.696428068221,0.598211105609,1.25942765211,1.32861242828,0.363310258245,0.352670056936,0.152336932798,0.198119364162,False
0.724,0.686551092965,0.60030910543,1.25545093285,1.33049421113,0.35034466204,0.32828961115,0.147332933957,0.185463198469,False
0.726,0.742816917336,0.532085024961,1.28416285274,1.29507263763,0.37939091088,0.41319088673,0.162237536352,0.23357905084,False
0.728,0.698665731782,0.600503466692,1.26428890038,1.3333365451,0.358670313686,0.344982437295,0.15214580313,0.196087532911,False
0.73,0.722431318682,0.562284810995,1.27604451684,1.31304513042,0.351163011736,0.358442925897,0.147992870763,0.204795489496,False
0.732,0.718884784026,0.558621336672,1.2759030417,1.31249308186,0.355973108853,0.3756852363,0.15342771561,0.214678863489,False
0.734,0.692453236766,0.582716466785,1.26584376514,1.32693244043,0.358946554517,0.355306365686,0.153203003288,0.204296757988,False
0.736,0.727290619944,0.587045340031,1.28368743624,1.33054810472,0.369788867086,0.352754519717,0.161377866978,0.203340914133,False
0.738,0.734356600222,0.569580320822,1.28749778659,1.32210345446,0.3550940374,0.37399820904,0.153879327297,0.216175045373,False
0.74,0.735275412474,0.582129938154,1.28894586621,1.32987728797,0.350252412062,0.344877475579,0.153001628686,0.200432800105,False
0.742,0.729205858929,0.575472999516,1.28815559055,1.32755729557,0.361670506969,0.363248000967,0.161058749205,0.211664956783,False
0.744,0.723846910367,0.562197864648,1.28686044855,1.32178819174,0.358483455062,0.397980972929,0.160329593481,0.232001860361,False
0.746,0.745950237886,0.592473745383,1.29971734013,1.33996757854,0.36835325314,0.371208772678,0.164090707662,0.217834348334,False
0.748,0.734961616633,0.569341070477,1.29595407493,1.32776934534,0.367578163356,0.379471869055,0.164230927198,0.223253580437,False
0.75,0.709945509343,0.581688800788,1.28503335814,1.33599074469,0.364724253736,0.371844983154,0.165826927866,0.219792714799,False
0.752,0.774186286881,0.548960425719,1.31556492607,1.31735611456,0.33587698343,0.348773983272,0.15015925448,0.207122398622,False
0.754,0.72953347661,0.574269388795,1.29704770651,1.33390934368,0.353837271061,0.370627666757,0.157244993468,0.220344623836,False
0.756,0.743942709514,0.599080460704,1.3067301808,1.34965543339,0.375292601401,0.363836946184,0.171272859971,0.217421440324,False
0.758,0.732451311249,0.580829311051,1.30177155127,1.33976167158,0.360057403443,0.355263389761,0.162304976006,0.213247387302,False
0.76,0.74861149508,0.572447905326,1.3112079909,1.33629861248,0.363646451118,0.371749505285,0.166187452518,0.223095938294,False
0.762,0.740379709116,0.587739237435,1.30808053806,1.34669802812,0.35672381329,0.375083930259,0.164058732805,0.225884100606,False
0.764,0.714405620469,0.620968166647,1.29687581142,1.36769539741,0.356947944116,0.363270757417,0.164737356157,0.21955077845,False
0.766,0.739534335034,0.615839118814,1.30846007966,1.36530272127,0.326789285001,0.337928104629,0.15081969303,0.205182850555,False
0.768,0.734743394188,0.608848576292,1.31093178404,1.36288434999,0.375862649761,0.368202812081,0.177561448826,0.224305197687,False
0.77,0.706847595038,0.620906868616,1.29716401104,1.37109504672,0.356289053069,0.351021403608,0.168208746453,0.214893250597,False
0.772,0.720062706341,0.60902239376,1.30381363257,1.36483820816,0.33564605077,0.338701505822,0.157130538822,0.207649075113,False
0.774,0.738882851843,0.574936701722,1.31637037632,1.34548136467,0.35927946403,0.356225451792,0.169881777353,0.219256925388,False
0.776,0.742729707055,0.587685125829,1.31995998978,1.35487471877,0.364688207194,0.376230911807,0.175066394749,0.232475365771,False
0.778,0.733805659733,0.633788011732,1.31570741902,1.38367613604,0.344445464196,0.331813030734,0.16348277173,0.205766064614,False
0.78,0.725687356454,0.601113044666,1.31340024957,1.365298983,0.352308274095,0.363753262993,0.169992688417,0.225990453086,False
0.782,0.702773346658,0.62786994811,1.30351284747,1.38314812253,0.350778182865,0.362627664188,0.16719632584,0.225891777394,False
0.784,0.716241567241,0.625135204005,1.31206601616,1.3825498903,0.359356758685,0.356286120636,0.174725345929,0.222886454077,False
0.786,0.707392857564,0.653561215039,1.31047946708,1.40158983286,0.375271165064,0.352487861373,0.181786401616,0.221066460914,False
0.788,0.716881619835,0.627531218857,1.31559515126,1.38599827431,0.360409907971,0.327371264651,0.174724602975,0.206171842994,False
0.79,0.727639285644,0.652850476575,1.32293807085,1.40406356663,0.368110943279,0.367598457502,0.181051416307,0.231955649903,False
0.792,0.734996034179,0.609152636412,1.32859708037,1.37817389041,0.373387870352,0.390005501573,0.184644714349,0.246705436684,False
0.794,0.743258177001,0.629032776699,1.33381241914,1.39105161549,0.363942633996,0.345666573146,0.179205069235,0.219968840253,False
0.796,0.705851304067,0.657117616656,1.31376172396,1.41028784532,0.335003172709,0.346474149993,0.16407634505,0.220632149274,False
0.798,0.721254278728,0.629693800196,1.32559225528,1.39474364478,0.369108224736,0.380304704474,0.183827513532,0.242809739266,False
0.8,0.751963749551,0.638557358624,1.34340832383,1.40152998939,0.37379233218,0.373661641437,0.188330231173,0.239609739879,False
0.802,0.689436185501,0.696770372054,1.31201772684,1.43959635246,0.373381775135,0.334646181904,0.188751538856,0.215701190817,False
0.804,0.754298200037,0.64584261219,1.34558814728,1.40811281392,0.34608992695,0.340463545373,0.175283338692,0.219897034862,False
0.806,0.762317035747,0.619352735662,1.35361042477,1.39371268901,0.377003916562,0.408741675373,0.193143912267,0.264404421152,False
