gamma,H1a,H2a,DT1a,DT2a,H1v,H2v,DT1v,DT2v,diverged
0.188,0.38503140287,0.577846187212,0.924377175142,1.00787768686,0.308791877006,0.309561879467,0.0470475590322,0.00746315558541,False
0.19,0.383555911627,0.580728557692,0.925498297952,1.00911446387,0.309659433245,0.309735748462,0.0468241497487,0.00814304983323,False
0.192,0.381978041911,0.583738475892,0.926634421444,1.01036718354,0.310546885201,0.309913594722,0.0466100335829,0.00883174038152,False
0.194,0.410110676497,0.556362028348,0.923461352234,1.01058031135,0.31831926328,0.305136642726,0.046133036615,0.00897681366488,False
0.196,0.421729057246,0.558782388752,0.922066607977,1.01189605735,0.313843371379,0.311444115399,0.044506129757,0.00965437587997,False
0.198,0.446167770513,0.527528552822,0.918956955573,1.01179895541,0.310612795516,0.303570261287,0.0423133701496,0.00970675242303,False
0.2,0.443173498573,0.530322156238,0.920149217644,1.0129433274,0.308777911463,0.303146913275,0.0417811617949,0.0103394086862,False
0.202,0.442625743184,0.532033525065,0.921174217402,1.01406266712,0.309302595817,0.303008890384,0.0414237652907,0.0109933555927,False
0.204,0.442004476556,0.533835954844,0.922208910712,1.01519264754,0.309838824731,0.302871708585,0.0410724177349,0.0116501329923,False
0.206,0.44130211828,0.535738771997,0.923254172617,1.01633425227,0.310388694957,0.302736509833,0.0407279225755,0.0123095887374,False
0.208,0.440510076388,0.537752552532,0.924311001229,1.01748860244,0.310954597732,0.30260458618,0.0403911888625,0.012971675843,False
0.21,0.439618583953,0.539889325253,0.925380538816,1.01865698024,0.31153926799,0.302477404715,0.0400632488753,0.013636442166,False
0.212,0.438616505902,0.542162812387,0.92646409707,1.01984085719,0.312145843145,0.30235663743,0.0397452791784,0.014304025591,False
0.214,0.437491110485,0.544588714746,0.927563187451,1.021041928,0.312777933426,0.30224419705,0.039438625824,0.0149746536683,False
0.216,0.436227798956,0.54718504972,0.92867955768,1.02226215139,0.313439706145,0.302142280076,0.0391448345661,0.0156486471133,False
0.218,0.461790714385,0.522729871348,0.925943792101,1.02211958496,0.308912638917,0.305847383232,0.0368724871608,0.0160223817924,False
0.22,0.46170977952,0.52289517534,0.927394226139,1.0230507546,0.315754072851,0.298987350263,0.0365716950622,0.0162288149637,False
0.222,0.469345947972,0.520360454864,0.927353229526,1.02396350731,0.314748283008,0.299667581651,0.0356794532323,0.0168503933257,False
0.224,0.470352052961,0.500815932922,0.927038735707,1.02373928401,0.301475084521,0.292945747952,0.0332278596204,0.0169504853564,False
0.226,0.494370756782,0.485441028142,0.925176317747,1.02379154506,0.298560660729,0.290566305031,0.0315368608081,0.0171509630683,False
0.228,0.495788457567,0.484744771854,0.92601942017,1.02470940896,0.298436742431,0.290058658304,0.0309936377419,0.0177198953451,False
0.23,0.497344800331,0.483882134493,0.926851414004,1.02561375149,0.298273216406,0.289527184463,0.0304390917977,0.0182825987389,False
0.232,0.499078268595,0.482806791611,0.927668773435,1.02650054447,0.298061119597,0.288967567743,0.0298701302555,0.0188378523294,False
0.234,0.501043712684,0.481452726631,0.928466497378,1.02736407067,0.297787717568,0.288373632351,0.0292823265651,0.0193839614905,False
0.236,0.503322531035,0.479721997406,0.929237206607,1.0281958896,0.297434190083,0.287736198323,0.0286690977793,0.0199184608398,False
0.238,0.506041989035,0.477461538262,0.929969443201,1.02898288942,0.296971267842,0.287040923224,0.028020151658,0.0204375534453,False
0.24,0.509415607001,0.474414698032,0.930644146023,1.02970324923,0.296350179666,0.286263820635,0.0273182595873,0.0209349441388,False
0.242,0.506104770281,0.472946787874,0.931931353476,1.03053285582,0.296140540028,0.285621221644,0.0269218600142,0.0214250145749,False
0.244,0.512485854892,0.466406870218,0.932313560261,1.03096347966,0.294836760549,0.284507973033,0.0259764994824,0.0218323093633,False
0.246,0.523423780303,0.454426133014,0.93229221044,1.03094392943,0.292499504415,0.282888251674,0.0246669602312,0.0221062528919,False
0.248,0.52382681032,0.456149915515,0.934134480928,1.03209188941,0.302310051935,0.289401607026,0.0256285158907,0.0234330616015,False
0.25,0.520988253197,0.463256842739,0.935560143346,1.03364363117,0.304684592547,0.292843574975,0.0251594951308,0.0243514009836,False
0.252,0.520327953974,0.458494197154,0.9365898448,1.03415131244,0.304369548679,0.291272617605,0.0243114995421,0.024639682684,False
0.254,0.514740370399,0.470014945486,0.937805553709,1.03598644566,0.301849432006,0.28754709952,0.0236487233878,0.02503757739,False
0.256,0.522769717622,0.450881964984,0.937637641202,1.03512812145,0.293457358352,0.280285133204,0.0220978110326,0.0247925585831,False
0.258,0.540330901319,0.446273498405,0.937305727447,1.03565661538,0.28927618864,0.282819183253,0.0209209267334,0.0257027047745,False
0.26,0.536868599786,0.446643555383,0.939087822499,1.03668058467,0.294970471897,0.288405530041,0.0216042141189,0.0267903975475,False
0.262,0.539355279214,0.456761751562,0.940532477194,1.03850448821,0.301823665166,0.287564594157,0.021358417949,0.0272584354738,False
0.264,0.516498013574,0.451171285841,0.942907403128,1.03874185273,0.301965245062,0.279414551317,0.0214191197295,0.0270574801055,False
0.266,0.53033191421,0.413967755286,0.94243142436,1.03612042645,0.292039120954,0.281169854317,0.0201189243889,0.0273530741683,False
0.268,0.566731675473,0.460344479013,0.941857445802,1.04143088183,0.294551575139,0.278370777102,0.0176998280698,0.0282839777304,False
0.27,0.541868373688,0.432847122192,0.943808321495,1.03966369155,0.290565447082,0.282735383521,0.0179245440331,0.0290091830599,False
0.272,0.554431778597,0.452539078552,0.944246816345,1.04258672943,0.288650951024,0.285224983993,0.0173949964474,0.0300146922349,False
0.274,0.566300340352,0.428340627069,0.945235365953,1.04086787544,0.293733391655,0.279241365675,0.016440724112,0.0297231565264,False
0.276,0.563065478567,0.425537965075,0.946113181672,1.04142161618,0.288325253905,0.278464764746,0.0161227493111,0.0300628668753,False
0.278,0.560917177665,0.429867494332,0.947480814351,1.04273209434,0.290126318772,0.27840591896,0.016168880161,0.0307386450241,False
0.28,0.549711950909,0.43439086341,0.949236195078,1.04408275954,0.292815100999,0.278295737623,0.0167032263938,0.0313835991013,False
0.282,0.569099632939,0.416726163074,0.949310763089,1.04296912059,0.288245242668,0.277088925647,0.01453908556,0.0315733272931,False
0.284,0.56905106457,0.417989079844,0.950622666813,1.0439271821,0.290185047291,0.276016441903,0.0145188338614,0.0320002263505,False
0.286,0.563359770898,0.423413756504,0.951810659685,1.04539200058,0.288901818739,0.276643828563,0.0141362562163,0.0327785579677,False
0.288,0.566794883806,0.418032801551,0.952965782297,1.04561620924,0.289947702931,0.277190711834,0.0139975606149,0.0334049687439,False
0.29,0.589944358955,0.414576695177,0.953618723644,1.04592699636,0.290140308009,0.270216693462,0.0123855255153,0.0330082901349,False
0.292,0.576431794266,0.397237735718,0.955144688767,1.04467155177,0.291242267544,0.269924178079,0.012917820912,0.0333285680043,False
0.294,0.599071087243,0.392592526389,0.955849977139,1.04489715898,0.289334655974,0.269801498398,0.0114664091019,0.0338716435284,False
0.296,0.605057349121,0.421182996515,0.956517386833,1.04935551305,0.281999151525,0.277100491411,0.0112780539165,0.0355743348388,False
0.298,0.584304052523,0.413458195722,0.958171613987,1.04923278789,0.286868951482,0.278082783654,0.0112701917254,0.0362407933696,False
0.3,0.60104982757,0.417496838736,0.959311302202,1.05056770389,0.287926220654,0.277378473293,0.0102912614442,0.0367270193792,False
0.302,0.58445241705,0.389472685378,0.960592018069,1.04766888334,0.287916157693,0.271628685822,0.0107646647475,0.0361890432221,False
0.304,0.612435038332,0.39448454452,0.961102414357,1.04911263992,0.277676813771,0.272632464149,0.00974885105805,0.0370968563588,False
0.306,0.614848098832,0.402308245585,0.962340945672,1.0508685299,0.277870933146,0.268330991866,0.0095439198033,0.0372252253499,False
0.308,0.606182782908,0.393716422455,0.963466986878,1.05055790992,0.277175339071,0.270957209137,0.00960201811061,0.0379517649491,False
0.31,0.596775043064,0.377918361199,0.964916897434,1.04918034462,0.280422912928,0.27065440874,0.0101589947223,0.0383004510238,False
0.312,0.590905816323,0.405303462176,0.966184536839,1.05376117615,0.282246854367,0.271883936116,0.010454208085,0.0393711375241,False
0.314,0.623594840431,0.375925221262,0.967678934913,1.05046637692,0.281894260386,0.273790170757,0.00924616721447,0.039813783476,False
0.316,0.620952118624,0.384803125826,0.968649716366,1.05236711704,0.278438791037,0.26677680197,0.00909017398453,0.0393356332778,False
0.318,0.610820880748,0.35834593437,0.969824638887,1.04932908023,0.279701723221,0.267085418603,0.00929655610766,0.0398186578095,False
0.32,0.65835199447,0.3678920971,0.972003215353,1.05130748544,0.277205345189,0.259833221142,0.00882068809786,0.0394410633276,False
0.322,0.611010868438,0.389126274806,0.972690027319,1.05531078612,0.285101318877,0.266535103328,0.00993468236015,0.0410274166107,False
0.324,0.61677448939,0.364245241048,0.973762559134,1.05228647686,0.281524282156,0.262909218585,0.00970296337223,0.0408839940962,False
0.326,0.648415352618,0.34424410738,0.97568959066,1.04991822001,0.277075762703,0.257833894284,0.00989046429454,0.0403954543523,False
0.328,0.613556176308,0.349950818571,0.976400619362,1.05172412663,0.284850200964,0.272543022914,0.0101871482186,0.0432711441936,False
0.33,0.695807826829,0.324797330298,0.979801920959,1.04825080443,0.268813973634,0.2543473001,0.0099065793566,0.0407491781649,False
0.332,0.661538538867,0.308245519105,0.979856643312,1.04654538186,0.27357596042,0.266112726055,0.0104253000772,0.0429759676059,False
0.334,0.634733952687,0.348722981539,0.97998056189,1.05327494073,0.271798151678,0.251717161069,0.0103451645775,0.0416410270237,False
0.336,0.685875259186,0.35822423643,0.983329463427,1.0558598958,0.266825062848,0.273078330018,0.0110957430845,0.0456630159035,False
0.338,0.697905912574,0.32754798233,0.986048056367,1.05145127229,0.277406060535,0.263843864157,0.0120594536054,0.0443620025096,False
0.34,0.695723979422,0.285849334702,0.987643307173,1.04527077393,0.281954829295,0.258146709546,0.0124650726046,0.0435837170974,False
0.342,0.703472555834,0.339886181825,0.98908556094,1.05484695625,0.275696241093,0.266969160462,0.0125983091943,0.046220610734,False
0.344,0.6774180269,0.312541760744,0.990166602362,1.05134104204,0.293509983016,0.28834070249,0.0135498116767,0.0502870225604,False
0.346,0.654016649213,0.39958740569,0.991146750419,1.06682276027,0.308011648955,0.288118540023,0.0146942036706,0.0516101449157,False
0.348,0.627949445094,0.374506488967,0.990154984981,1.0630337338,0.294105328379,0.277006986759,0.0135418085589,0.0501256159183,False
0.35,0.684282585497,0.324810638322,0.993115779838,1.05507598461,0.269913109852,0.274724167125,0.0131369043694,0.0498478721146,False
0.352,0.650832506742,0.327377646352,0.993885164842,1.05603067156,0.292453009149,0.266494769817,0.0145144499605,0.0489629136798,False
0.354,0.700232384784,0.351220808764,0.997013610028,1.06114939781,0.269352348535,0.278962834752,0.0141610113648,0.0517906087658,False
0.356,0.673379540989,0.335060521762,0.996805661749,1.05884152818,0.274882522404,0.273925578338,0.0142737960419,0.0515329241861,False
0.358,0.724323257914,0.346147579285,1.00168418629,1.06145055223,0.268075142843,0.26924038101,0.0152251071896,0.0512295316785,False
0.36,0.680871584866,0.371767449851,1.00120237676,1.06677483729,0.291544090868,0.262900141011,0.0160224719931,0.0508342046664,False
0.362,0.645146129387,0.386883157561,0.999042805746,1.07046745336,0.279369347775,0.268970080917,0.0156981339391,0.0526447478826,False
0.364,0.664594947325,0.363686567463,1.00281787161,1.0668253032,0.293723427788,0.268495731876,0.0170170546219,0.052858603563,False
0.366,0.654166720989,0.362397039244,1.00192268882,1.0673546059,0.272231635254,0.27205847731,0.0157315308535,0.0543146245767,False
0.368,0.664932688061,0.371537818725,1.00535697161,1.06964844535,0.292020333135,0.259555007731,0.0179862459159,0.0522984796453,False
0.37,0.677386889083,0.375699037262,1.00670263541,1.07135589573,0.275723311879,0.269017298114,0.017164982594,0.0549042950141,False
0.372,0.670211931373,0.350281237931,1.00668007902,1.06684093569,0.264307435905,0.253871012145,0.016589998491,0.0522001329731,False
0.374,0.693840978659,0.32369011575,1.01134521594,1.06237532191,0.282462697306,0.259772017765,0.018649404167,0.0538072462955,False
0.376,0.691798821736,0.339074348708,1.01254445979,1.06607564447,0.281965168616,0.258723452249,0.0188947211145,0.0541587312869,False
0.378,0.686788080152,0.307960204111,1.01367040911,1.06047173617,0.284701771079,0.257349874028,0.0191239484983,0.0543892383102,False
0.38,0.690253113983,0.334057837081,1.01491407691,1.06648724312,0.278455759778,0.263656594269,0.0196120961308,0.0562781250467,False
0.382,0.724867222567,0.29981319968,1.01917982376,1.06001273052,0.266579270071,0.255423179058,0.0192577835477,0.0549785302625,False
0.384,0.697112734903,0.342889602622,1.01795663355,1.06975425736,0.270963567126,0.269478093832,0.0195052373413,0.058685999549,False
0.386,0.717000506347,0.363954868238,1.02100331373,1.074504187,0.262478752183,0.24594458849,0.0193941363924,0.054194685595,False
0.388,0.7371319124,0.312613423382,1.02422718123,1.06456054129,0.25401693808,0.259586891349,0.0195819863309,0.0575742393092,False
0.39,0.776732676412,0.31280096087,1.03103361014,1.0650223481,0.259306478608,0.247054150155,0.019088634991,0.0553816888769,False
0.392,0.72291066144,0.251438448412,1.02763606435,1.05300810803,0.288020185214,0.270974494218,0.0228876191989,0.0612169245213,False
0.394,0.710622351618,0.311177402319,1.02642404064,1.0660263358,0.269060633126,0.253501749323,0.0215135088042,0.0577723346036,False
0.396,0.703742509473,0.342331759643,1.02793451839,1.07348256021,0.282566679438,0.254106462463,0.0229217824738,0.058652288829,False
0.398,0.777310940547,0.296328503402,1.03749052674,1.06410484441,0.26177162496,0.260019257976,0.0210193891,0.0604251582256,False
0.4,0.737482230954,0.302054230887,1.03381411093,1.06575969887,0.26442381504,0.247275021931,0.0225575014036,0.0580478563294,False
0.402,0.710851019693,0.312689067631,1.03167523342,1.06905270735,0.261625329895,0.266531755383,0.0228167819565,0.0631540043222,False
0.404,0.768468012915,0.284871965151,1.04180740054,1.06355550184,0.276105024622,0.27560989612,0.0236983904892,0.0659253242645,False
0.406,0.760508772749,0.288448688408,1.04278197857,1.06484798391,0.283764122673,0.270786863486,0.0243534527583,0.0654234285398,False
0.408,0.794798525757,0.260679298707,1.04853958008,1.05920010005,0.27157079857,0.277005277418,0.0230564943131,0.0675547961457,False
0.41,0.789569004733,0.265746758003,1.04928573807,1.06065749498,0.27065601677,0.26367281325,0.0235567080458,0.0648322075189,False
0.412,0.785852923782,0.258565243827,1.05087916944,1.05949630371,0.27898280132,0.261660126372,0.0243763357047,0.0648708769417,False
0.414,0.811367577504,0.247597980726,1.05714691827,1.05784805694,0.288313642326,0.284995139628,0.0240086325801,0.0715032769706,False
0.416,0.813559082142,0.242812052927,1.0590399864,1.05725966522,0.287522910645,0.2868019433,0.0247324453813,0.0724732821884,False
0.418,0.805632650358,0.253376573055,1.05879557399,1.05995021912,0.277143193121,0.270730816783,0.0235166168323,0.0691362026881,False
0.42,0.805440215964,0.255789440594,1.06124869267,1.06123587086,0.290104161332,0.282615623855,0.0251048504122,0.0727353562671,False
0.422,0.797687558666,0.265823620636,1.06277646145,1.06456350707,0.308018786181,0.304241280806,0.0281327280601,0.0787889507099,False
0.424,0.801933549016,0.261911192695,1.06545381068,1.06439132574,0.314912414304,0.316686490445,0.0304042218161,0.08252076831,False
0.426,0.794036970588,0.274769941087,1.0661234537,1.0679834721,0.318415074616,0.312787537283,0.0303641216573,0.0822888177578,False
0.428,0.803457158334,0.27007984075,1.06847069907,1.06740138166,0.307778316585,0.314158790777,0.0303042870131,0.0832292543104,False
0.43,0.789587276243,0.271722181537,1.06845651078,1.06812142021,0.316916189734,0.302457402712,0.0312985687931,0.0808485120626,False
0.432,0.796080748005,0.271883785728,1.07044252858,1.06871396725,0.307476047361,0.302807316406,0.0310746518349,0.0815155976374,False
0.434,0.788205169301,0.285199130921,1.07290936385,1.07342903266,0.339565729566,0.341868158468,0.0366653238434,0.0925085479584,False
0.436,0.789375866858,0.283541595151,1.07423675955,1.07336154999,0.332832316079,0.33190903735,0.0359867522096,0.0905657867545,False
0.438,0.787736262361,0.286496400881,1.07497144901,1.0744556521,0.324737618015,0.320472385641,0.035250499935,0.0881875328287,False
0.44,0.78828326953,0.296449086367,1.07679794534,1.07776876445,0.326451646745,0.327807381292,0.0358855978141,0.0908940613187,False
0.442,0.78310872233,0.294722646095,1.0774398533,1.07770806746,0.325921622895,0.317972535001,0.0362021306767,0.0888728195895,False
0.444,0.781919546731,0.297259164482,1.07941490207,1.07916635367,0.334466632804,0.327726935468,0.0381358471005,0.0922045659695,False
0.446,0.776089993669,0.296625716446,1.08042989481,1.07959731862,0.341197771472,0.328034292417,0.0397781561323,0.0929545858586,False
0.448,0.775464272384,0.306482688503,1.08221862585,1.08321000203,0.346800116311,0.345232993265,0.0419734765977,0.0983933283682,False
0.45,0.784036116091,0.307246618348,1.08398836459,1.08359078139,0.327143911463,0.324639479168,0.0387563147443,0.0934344544315,False
0.452,0.773076347923,0.312448699237,1.08536278979,1.08623290559,0.353387239652,0.352794111734,0.044557275369,0.101948715539,False
0.454,0.770699268397,0.316160844005,1.08645111709,1.08786077666,0.353109098712,0.351811204398,0.0451702870913,0.102387832065,False
0.456,0.770057615324,0.309625500554,1.08829967635,1.0867303654,0.359145302665,0.354165868324,0.0471807135447,0.103719840149,False
0.458,0.773227565147,0.325389535815,1.09006243763,1.09184394699,0.353783283039,0.357908190311,0.0467223952209,0.105654323432,False
0.46,0.77524976235,0.322544120308,1.09152108612,1.09151042821,0.34717193656,0.34974598392,0.0460991120069,0.10398706309,False
0.462,0.774045325757,0.317915757677,1.09272053804,1.09066486863,0.345955534225,0.341648120672,0.0467645546598,0.10229271886,False
0.464,0.764669801705,0.331751090165,1.09354720932,1.09556172241,0.360181831771,0.355327161605,0.049747099433,0.107102277553,False
0.466,0.767810267523,0.326676811759,1.09512745579,1.09461018124,0.35289067935,0.348480167944,0.04919357678,0.105741900707,False
0.468,0.762525494668,0.334948375713,1.09638544256,1.09801905793,0.363782611329,0.364006483087,0.0524462700525,0.111057888292,False
0.47,0.764793041112,0.335145532198,1.09811027737,1.09854866917,0.359698896642,0.355269718721,0.0519566171013,0.109197724128,False
0.472,0.764214789158,0.334394332363,1.09912893804,1.09879704046,0.353797731076,0.346284209535,0.0510126648953,0.107245848945,False
0.474,0.762630844234,0.33786145691,1.10039955918,1.10046676183,0.354390151944,0.344980555846,0.0516403120218,0.10759173748,False
0.476,0.761632566513,0.340474924682,1.10209161804,1.10210856328,0.359873860498,0.353356107871,0.0538164813688,0.11083998769,False
0.478,0.756822047599,0.34977436327,1.1032451099,1.10571331462,0.367450357687,0.358705191439,0.0557457592716,0.113276925066,False
0.48,0.756804111695,0.348173529253,1.10444328303,1.10595769329,0.364395390627,0.359933626983,0.056422201691,0.114304226721,False
0.482,0.761020843221,0.34364721774,1.10631130308,1.1051047834,0.357641669819,0.352569747691,0.0558963736498,0.112720868515,False
0.484,0.75862748795,0.346942829034,1.10751211093,1.10677871025,0.35922651556,0.351439581989,0.0563503821016,0.113141230926,False
0.486,0.752543755676,0.349803620889,1.10869521112,1.10874357404,0.373548443739,0.368327145792,0.0612306471212,0.119105196799,False
0.488,0.762107401646,0.347236281342,1.11148479739,1.10846568666,0.363179635057,0.360637362718,0.059659679243,0.117411812889,False
0.49,0.757852631715,0.352556891103,1.11253279352,1.11099996204,0.36905316882,0.367994188575,0.0616206644342,0.120493372141,False
0.492,0.757767533328,0.353616293405,1.11383391708,1.11201659186,0.367226322744,0.367011631412,0.0623413461365,0.120935801343,False
0.494,0.75702658592,0.366593795709,1.11529960306,1.1169540002,0.368270020067,0.371048160246,0.0630853253701,0.123045938821,False
0.496,0.753700883991,0.361943274205,1.11561946022,1.11565160721,0.360037296798,0.347008108862,0.0604327749876,0.116042530137,False
0.498,0.757535406021,0.367522802009,1.11852473117,1.1187193083,0.369075278095,0.371020574342,0.0645941740661,0.124536902577,False
0.5,0.753584969134,0.36461537293,1.11893950294,1.11814715705,0.365083468413,0.355115632366,0.0635036325405,0.120076241442,False
0.502,0.749149342391,0.371950856866,1.1199928283,1.12141063401,0.371901015538,0.36122036934,0.0655438180298,0.122892265315,False
0.504,0.751077746576,0.371194064974,1.12216953708,1.12230175949,0.377699886445,0.378207766328,0.0693662121098,0.129164166,False
0.506,0.753555614453,0.368929263507,1.12380592705,1.12211206001,0.371940560013,0.370514679266,0.0686755235191,0.12736871687,False
0.508,0.749706710288,0.375377090867,1.12457587543,1.12495102035,0.373347109622,0.368406292258,0.0693011716026,0.127458420057,False
0.51,0.750542674765,0.374955196131,1.12655728421,1.12575771147,0.377760483972,0.376927131784,0.071591288252,0.131069305789,False
0.512,0.74117771281,0.379625388926,1.12670103375,1.12823223687,0.388584698273,0.383167940805,0.0748774262969,0.133981380053,False
0.514,0.747509506285,0.382453281688,1.12876443948,1.12976476669,0.376809264561,0.374964065705,0.0728165453023,0.131895234217,False
0.516,0.742138226129,0.390499024118,1.12950909659,1.13337739317,0.383347681037,0.379150349039,0.0749076855072,0.134209978807,False
0.518,0.7452974146,0.37811422243,1.13102984363,1.12945224255,0.373329289483,0.3598373621,0.0727109629927,0.128196042787,False
0.52,0.743712349268,0.381103117722,1.13231169318,1.13181202004,0.379535720094,0.383864220595,0.0773547872668,0.137094852682,False
0.522,0.74115238985,0.387519618984,1.1330519351,1.13418470834,0.373545737617,0.357292379506,0.07386966129,0.128795117825,False
0.524,0.74628552999,0.390008266799,1.13601552163,1.13636901922,0.379169339984,0.380609342785,0.0779300421817,0.13767942743,False
0.526,0.739836781528,0.399829154019,1.13632783769,1.14071501632,0.384396704862,0.384789886868,0.079831969291,0.139974001353,False
0.528,0.745508597433,0.392440960873,1.13874816082,1.13877282075,0.378527566447,0.379863840831,0.079280394016,0.138973985797,False
0.53,0.746243573556,0.394610063731,1.14071184224,1.14030394516,0.381509625874,0.378889104159,0.0804784897118,0.139467376863,False
0.532,0.745793718884,0.397645432284,1.14167869095,1.14199575257,0.37574780221,0.370650787366,0.0794032085777,0.137227963023,False
0.534,0.748047217282,0.392188156844,1.14337367181,1.14086819045,0.372158232252,0.37266612006,0.0799399498771,0.138650851885,False
0.536,0.748251408067,0.403501315783,1.1454673637,1.14602232752,0.37903787039,0.383963572897,0.0825128072271,0.143622816624,False
0.538,0.749552178792,0.401694369472,1.14662500323,1.14582658208,0.369292941851,0.369302688702,0.0800343530389,0.139032396519,False
0.54,0.752298250115,0.402117971027,1.14932195342,1.14715676842,0.377226653853,0.384973573677,0.0841685206628,0.145456548831,False
0.542,0.746487626941,0.399580854185,1.14893137185,1.14671292988,0.371811565914,0.371636576224,0.0826859036717,0.141262744775,False
0.544,0.73665250515,0.408419684172,1.14866849453,1.15049921946,0.379853454131,0.359036188176,0.0836156725523,0.137571373143,False
0.546,0.747966430156,0.403270097157,1.15215191777,1.14963480829,0.370498209969,0.369377871309,0.0843014630659,0.141961660683,False
0.548,0.749124247756,0.401614743426,1.15429480077,1.14983746009,0.373710479263,0.370362860959,0.0853499685774,0.143129086549,False
0.55,0.745835185024,0.405004147697,1.15384232907,1.1513762839,0.357964923605,0.345674860712,0.0802440343392,0.134550101666,False
0.552,0.751843667573,0.410390311288,1.15782978532,1.15489389115,0.371749697168,0.37530366291,0.0868634239376,0.146484946432,False
0.554,0.741237258067,0.407174905051,1.15725623429,1.15450488359,0.382817565565,0.37624961868,0.0904703392311,0.147630254059,False
0.556,0.740796070804,0.419650617879,1.15874471709,1.16017022761,0.383991547017,0.378895075176,0.0913162542079,0.149522074921,False
0.558,0.739305346006,0.420009172135,1.15947838222,1.16118188651,0.380544367714,0.380129255765,0.0914385984671,0.150689893713,False
0.56,0.742723658797,0.418410682838,1.16161755095,1.16123108047,0.376222758958,0.372842439952,0.0907605852866,0.148626484871,False
0.562,0.74370510123,0.418272351923,1.16352911586,1.16182872321,0.376398845601,0.364897364533,0.0905925665078,0.146344116713,False
0.564,0.7442964535,0.421477525911,1.16503760219,1.16390674041,0.374688359848,0.364124423744,0.090972324738,0.14678710112,False
0.566,0.739800873626,0.418002872359,1.16516770367,1.1634301774,0.375406490106,0.366130968418,0.0926770018077,0.14818725144,False
0.568,0.73666797683,0.42504381238,1.16674216388,1.16750023705,0.389484640746,0.385475644788,0.0984512742095,0.156707422275,False
0.57,0.741053757833,0.418048142126,1.16902670381,1.1652906143,0.38243657873,0.37384604212,0.0965037928042,0.152796677527,False
0.572,0.741564802733,0.429296374846,1.170622835,1.17088516238,0.383529760598,0.384524382106,0.098530100868,0.157867685906,False
0.574,0.738579724778,0.425231527096,1.17148636731,1.17015166878,0.387338070494,0.386516058525,0.100662339984,0.15942774964,False
0.576,0.736190195643,0.431383963373,1.17226418989,1.17325996363,0.3857758148,0.376694755081,0.0998911760428,0.156332864256,False
0.578,0.74284570363,0.441791951373,1.17552614021,1.17842061515,0.382702527576,0.379225159483,0.0996265987092,0.158223231707,False
0.58,0.740418912819,0.438154157964,1.17666312557,1.1782043502,0.390764702295,0.395349340068,0.104742607763,0.165420369935,False
0.582,0.742010773851,0.435991413233,1.17805890359,1.17789391515,0.382484865338,0.382977859277,0.102277583887,0.161145280414,False
0.584,0.745784203157,0.431935700382,1.18066183804,1.17696343278,0.380921888796,0.377736860533,0.102037553653,0.159775458532,False
0.586,0.736971251701,0.43816570307,1.17948382464,1.18036782742,0.382071898241,0.375362860012,0.103236664837,0.159494760563,False
0.588,0.740444637543,0.442249674561,1.18206075679,1.18272330099,0.379775151137,0.365867738712,0.101787851965,0.156498478336,False
0.59,0.73985433973,0.435256179203,1.18323250313,1.18092954531,0.381517923987,0.37674633413,0.105040349807,0.16158245601,False
0.592,0.736124039785,0.451300608193,1.18407240503,1.18877193556,0.387482256222,0.385422148491,0.107286720851,0.166101898076,False
0.594,0.742056455006,0.444251482647,1.18678878851,1.18639995618,0.379187721739,0.373372329876,0.105243539703,0.161803417735,False
0.596,0.743842735979,0.443961349766,1.18885360443,1.18751765659,0.382011114055,0.388213805853,0.108549489468,0.16874010306,False
0.598,0.740564634767,0.43961112039,1.18931463185,1.1860917362,0.379288753674,0.368894212187,0.106541083588,0.16132608111,False
0.6,0.739589147441,0.451175817583,1.19045582565,1.19200071872,0.378901310105,0.37142531438,0.107092928979,0.163259208229,False
0.602,0.74470120729,0.446635763092,1.19352034324,1.19081857494,0.377006022513,0.366178028302,0.106822910737,0.161763165409,False
0.604,0.741616248907,0.455026634392,1.19431633808,1.19562468157,0.382950561215,0.377787634675,0.110666489579,0.167516115184,False
0.606,0.74345933685,0.451560217971,1.19616127203,1.19489000117,0.379238371996,0.372076139651,0.109841390372,0.165777579027,False
0.608,0.750006054774,0.453957976935,1.1987415213,1.19685070966,0.367328688035,0.372131932575,0.107866479739,0.16649620573,False
0.61,0.740501159358,0.459820548721,1.19822488412,1.20009253073,0.378555003092,0.361460059273,0.11005567465,0.162791829881,False
0.612,0.739209447049,0.461562425896,1.19970117712,1.20210916432,0.38521416875,0.375879810337,0.113864821807,0.169842359957,False
0.614,0.73747584077,0.460154435596,1.20065548081,1.20292695586,0.391139917131,0.397434589283,0.11966517008,0.179922493401,False
0.616,0.744730435426,0.457561712921,1.20392307241,1.20237046247,0.381294097306,0.38431283181,0.11632980197,0.174946192441,False
0.618,0.737191815366,0.46265022915,1.20282655925,1.2052306414,0.378890939409,0.369476644147,0.11477354776,0.169125571479,False
0.62,0.741245874344,0.46514362322,1.20600709803,1.20790448035,0.38650271669,0.395978036721,0.120424853783,0.181671976797,False
0.622,0.734512197908,0.466905918006,1.20509981889,1.20865549953,0.378512464129,0.353822640813,0.114005256234,0.163762277255,False
0.624,0.737363418368,0.464278894367,1.20712445817,1.20841435335,0.374542932698,0.354646197042,0.114269442053,0.164763378552,False
0.626,0.740951845753,0.47133963738,1.21028588344,1.21283705459,0.380657391744,0.366762892301,0.117721510222,0.171051030114,False
